pub_number cit_number
US-2017218565-A1 US-5853861-A
US-2017303321-A1 US-2012001428-A1
US-2019006381-A1 US-2018122812-A1
US-2017229911-A1 US-5174108-A
US-2017130159-A1 US-2018368767-A1
US-2017214243-A1 US-2017207708-A1
US-2018070807-A1 US-5743371-A
US-2018157080-A1 US-2014285754-A1
US-2017315084-A1 US-2018167433-A1
US-2017010385-A1 US-2017340890-A1
US-2018348259-A1 US-2018183397-A1
US-2017289669-A1 US-2010046783-A1
US-2018217713-A1 US-2008158178-A1
US-2018117325-A1 US-2018004866-A1
US-2017172826-A1 US-2017348011-A1
US-2016135798-A1 US-2012078667-A1
US-2017373877-A1 US-2018374764-A1
US-2016200571-A1 US-2016249336-A1
US-2019103305-A1 US-2017252668-A1
US-2018318497-A1 US-2015025354-A1
US-2018120129-A1 US-2016278959-A1
US-2019100157-A1 US-2019031102-A1
US-2018358815-A1 US-2017253393-A1
US-2014182634-A1 US-2011202012-A1
US-2017276122-A1 US-2006003864-A1
US-2019022830-A1 US-2019008871-A1
US-2017096899-A1 US-2011129336-A1
US-2017189067-A1 US-4235238-A
US-2016224620-A1 US-2009013252-A1
US-2017361783-A1 US-2006261580-A1
US-2017334779-A1 US-2019113862-A1
US-2017332522-A1 US-2008030882-A1
US-2018166391-A1 US-2014367857-A1
US-2016343554-A1 US-2018205508-A1
US-2017287404-A1 US-2017259818-A1
US-2018331449-A1 US-2017030997-A1
US-2016289899-A1 US-2013078146-A1
US-2018080891-A1 US-2013273431-A1
US-2016319150-A1 US-2013084449-A1
US-2018079914-A1 US-4686244-A
US-2019152872-A1 US-2008001676-A1
US-2017268384-A1 US-2018147637-A1
US-2018065938-A1 US-2016289229-A1
US-2016194980-A1 US-7993097-B2
US-2016135816-A1 US-2017183147-A1
US-2018159254-A1 US-8515687-B2
US-2018205773-A1 US-6753857-B1
US-2019094302-A1 US-2007006563-A1
US-2018252834-A1 US-5666128-A
US-2018231290-A1 US-7807419-B2
US-2017374066-A1 US-2012204245-A1
US-2017360298-A1 US-2019214904-A1
US-2019009986-A1 US-2014006229-A1
US-2016284244-A1 US-2011062318-A1
US-2019027494-A1 US-2010207195-A1
US-2016339445-A1 US-2011017644-A1
US-2015363573-A1 US-2009099678-A1
US-2017042265-A1 US-2016198781-A1
US-2017237188-A1 US-2018263093-A1
US-2016271748-A1 US-2006118315-A1
US-2017280378-A1 US-2018003527-A1
US-2018343138-A1 US-2014038560-A1
US-2017193888-A1 US-2014079173-A1
US-2017241152-A1 US-2019021343-A1
US-2017280856-A1 US-2017036894-A1
US-2017113834-A1 US-2010166923-A1
US-2017049495-A1 US-2012058430-A1
US-2017080204-A1 US-2012181231-A1
US-2017126281-A1 US-8621215-B1
US-2017067977-A1 US-2015212183-A1
US-2017101908-A1 US-2011073064-A1
US-2018332671-A1 US-4158979-A
US-2017298939-A1 US-4280790-A
US-2018096009-A1 US-2010059055-A1
US-2017194241-A1 US-2013328211-A1
US-2017241115-A1 US-2017047986-A1
US-2018294817-A1 US-2017143899-A1
US-2018235102-A1 US-2009212759-A1
US-2016364385-A1 US-2015012029-A1
US-2018060017-A1 US-2017359301-A1
US-2016346945-A1 US-2004076151-A1
US-6084730-A US-4748511-A
US-2015353684-A1 US-6903212-B2
US-2018359579-A1 US-7116793-B2
US-2016015327-A1 US-4213323-A
US-2018234873-A1 US-4489756-A
US-2017011107-A1 US-2014359008-A1
US-2017104342-A1 US-2011022127-A1
US-2017075270-A1 US-2008240745-A1
US-2018203173-A1 US-2013144831-A1
US-2015165222-A1 US-2018351303-A1
US-2018089885-A1 US-2014306959-A1
US-2018044763-A1 US-2013033683-A1
US-2017302380-A1 US-2012166819-A1
US-2019155295-A1 US-2015163897-A1
US-2018341444-A1 US-2007244219-A1
US-2017357123-A1 US-2015264569-A1
US-2018045088-A1 US-5363817-A
US-2018083441-A1 US-2017326634-A1
US-2016354541-A1 US-2008025561-A1
US-2019004238-A1 US-2018234224-A1
US-2016043410-A1 US-7379608-B2
US-2019066524-A1 US-2018013665-A1
US-2017279313-A1 US-2015097438-A1
US-2017232263-A1 US-2017107601-A1
US-2018354449-A1 US-2016164591-A1
US-2017170403-A1 US-2014084270-A1
US-2019102202-A1 US-2015210287-A1
US-2015212510-A1 US-2017315617-A1
US-2017154743-A1 US-2016340000-A1
US-2016343293-A1 US-2015013085-A1
US-2019013596-A1 US-4084876-A
US-2015313097-A1 US-8662602-B2
US-2018204836-A1 US-2012002268-A1
US-2018236137-A1 US-2010010513-A1
US-2018216531-A1 US-2013035190-A1
US-2018270130-A1 US-2018257391-A1
US-2016320791-A1 US-2017037372-A1
US-2017322110-A1 US-2012120067-A1
US-2016252407-A1 US-2018208790-A1
US-2018278005-A1 US-2016076568-A1
US-2016114923-A1 US-2007039047-A1
US-2019064688-A1 US-2016102015-A1
US-2018153657-A1 US-6840770-B2
US-2018040854-A1 US-2014339509-A1
US-2017095283-A1 US-6070326-A
US-2015120633-A1 US-9727885-B1
US-2018327942-A1 US-3956909-A
US-2018347381-A1 US-2005281385-A1
US-2017343868-A1 US-2018061623-A1
US-2018076897-A1 US-2012154239-A1
US-2018007870-A1 US-2008180372-A1
US-2017358951-A1 US-2014145518-A1
US-2018258908-A1 US-2012014125-A1
US-2017265893-A1 US-2007299459-A1
US-2017081920-A1 US-2007137900-A1
US-2018152799-A1 US-2016189139-A1
US-2015339050-A1 US-2018027841-A1
US-2019084593-A1 US-2002133217-A1
US-2019020129-A1 US-2017333169-A1
US-2018234730-A1 US-2003063945-A1
US-2018195289-A1 US-2018269406-A1
US-2016106466-A1 US-5784542-A
US-2018225440-A1 US-2016140274-A1
US-2018330032-A1 US-2016264257-A1
US-2017036802-A1 US-2019050525-A1
US-2018035353-A1 US-2016301874-A1
US-2016239059-A1 US-2018272481-A1
US-2018152938-A1 US-2016066195-A1
US-2017321705-A1 US-2007171220-A1
US-2019073046-A1 US-2009144825-A1
US-2016187972-A1 US-2008239416-A1
US-2016262747-A1 US-2010312275-A1
US-2016213034-A1 US-2011022961-A1
US-10416381-B1 US-2017348220-A1
US-2019068303-A1 US-2019044762-A1
US-2016329622-A1 US-2011024568-A1
US-2017085111-A1 US-5783872-A
US-2018066165-A1 US-2007270563-A1
US-2017306162-A1 US-2008004446-A1
US-2017164662-A1 US-2007018632-A1
US-2018149228-A1 US-2017223557-A1
US-2016347285-A1 US-2007017056-A1
US-2017219322-A1 US-2016282005-A1
US-2017027629-A1 US-2015003199-A1
US-2018360174-A1 US-2017159442-A1
US-2017315367-A1 US-2012113092-A1
US-2019044766-A1 US-2018278440-A1
US-2017273698-A1 US-5047040-A
US-2017274436-A1 US-6345525-B1
US-2016169550-A1 US-4699515-A
US-2017366111-A1 US-2011029942-A1
US-2017289348-A1 US-2014095274-A1
US-2018058650-A1 US-2018003335-A1
US-2014251911-A1 US-2002150926-A1
US-2018077575-A1 US-2010201482-A1
US-2016194950-A1 US-2018237099-A1
US-2017212535-A1 US-2012097140-A1
US-2018158660-A1 US-2019122067-A1
US-2019106162-A1 US-2013127203-A1
US-2018214378-A1 US-2011288045-A1
US-2018176170-A1 US-4490714-A
US-2019109946-A1 US-5331049-A
US-2017110293-A1 US-2008237543-A1
US-2019057155-A1 US-2019090044-A1
US-2015144517-A1 US-2005016730-A1
US-2017322163-A1 US-2018264563-A1
US-2017299788-A1 US-2013038874-A1
US-2019097644-A1 US-7688146-B2
US-2018358134-A1 US-5043135-A
US-2017323408-A1 US-2009081629-A1
US-2016287386-A1 US-2017322241-A1
US-2016160671-A1 US-2017318886-A1
US-2015125498-A1 US-2006015983-A1
US-2019024477-A1 US-6644403-B2
US-2018008280-A1 US-6332879-B1
US-2016362160-A1 US-2005025335-A1
US-2018194341-A1 US-2015096921-A1
US-2018350521-A1 US-2006279903-A1
US-2017339989-A1 US-8039964-B2
US-2017122504-A1 US-2012121979-A1
US-2016246415-A1 US-2009192609-A1
US-2016344291-A1 US-2008157743-A1
US-2018257543-A1 US-2012159389-A1
US-2018082545-A1 US-2005009659-A1
US-2018328262-A1 US-2013112201-A1
US-2019003943-A1 US-7145470-B2
US-2017051982-A1 US-2015198372-A1
US-2017170774-A1 US-2019020426-A1
US-2016375873-A1 US-2019140090-A1
US-2018027900-A1 US-2014012574-A1
US-2018198495-A1 US-2015007828-A1
US-2017081151-A1 US-2016078444-A1
US-2016336206-A1 US-2015130045-A1
US-2017310960-A1 US-2018229536-A1
US-2016291548-A1 US-2016262864-A1
US-2018115302-A1 US-2014167560-A1
US-2017309913-A1 US-2018081527-A1
US-2017162074-A1 US-2006248766-A1
US-2016299580-A1 US-2014282270-A1
US-2017052544-A1 US-2017355643-A1
US-2016049815-A1 US-2010097118-A1
US-2017265120-A1 US-2019186603-A1
US-2018052825-A1 US-2007018522-A1
US-2018249057-A1 US-2017084839-A1
US-2016091767-A1 US-6746450-B1
US-2017312512-A1 US-2018283551-A1
US-2018014415-A1 US-2016187929-A1
US-10305517-B1 US-2018282678-A1
US-2018259278-A1 US-8893608-B2
US-2015246244-A1 US-8536527-B2
US-2016364092-A1 US-2009298537-A1
US-2017298805-A1 US-2004173167-A1
US-2017111375-A1 US-2006007550-A1
US-2017283727-A1 US-2019008044-A1
US-2016271411-A1 US-2017042617-A1
US-2017021738-A1 US-2011057884-A1
US-2016184532-A1 US-2008010343-A1
US-2016039651-A1 US-2017243829-A1
US-2017135807-A1 US-2019020973-A1
US-2016158529-A1 US-9713696-B2
US-2018368472-A1 US-2016022591-A1
US-2011284181-A1 US-2018100237-A1
US-2018130634-A1 US-2018302302-A1
US-2018147481-A1 US-2013234388-A1
US-2015065951-A1 US-2013164015-A1
US-2018030521-A1 US-2003108900-A1
US-2017121002-A1 US-2011275258-A1
US-2018233135-A1 US-2014067392-A1
US-2018021435-A1 US-6451449-B2
US-2017276615-A1 US-2018221867-A1
US-2017050622-A1 US-2017358661-A1
US-2017100910-A1 US-2010238327-A1
US-2017252916-A1 US-2005284267-A1
US-2017110587-A1 US-2019098999-A1
US-2018076228-A1 US-2003177187-A1
US-2017308928-A1 US-2002157023-A1
US-2018196522-A1 US-2017244811-A1
US-2018136587-A1 US-2016054683-A1
US-2018350715-A1 US-2011057713-A1
US-2018112029-A1 US-2015056533-A1
US-2016201514-A1 US-7916548-B2
US-2016360381-A1 US-5812865-A
US-2018348278-A1 US-2013127442-A1
US-2018172411-A1 US-7730837-B2
US-2016324528-A1 US-2017182441-A1
US-2016325988-A1 US-2017091551-A1
US-2018035608-A1 US-2017021480-A1
US-2018196906-A1 US-2005254027-A1
US-2018180939-A1 US-2019046295-A1
US-2019029821-A1 US-2009287182-A1
US-2018258359-A1 US-2013312419-A1
US-2018375261-A1 US-2017234573-A1
US-2018053717-A1 US-2014318979-A1
US-2018309222-A1 US-6217341-B1
US-2017124174-A1 US-2014028923-A1
US-2016252330-A1 US-7119275-B2
US-2019197812-A1 US-3573518-A
US-2018183397-A1 US-2015248676-A1
US-2018013533-A1 US-2018144740-A1
US-2016353490-A1 US-2011190016-A1
US-2016114107-A1 US-6776042-B2
US-2018366079-A1 US-2018270317-A1
US-2017046564-A1 US-2015162594-A1
US-2018077906-A1 US-4004652-A
US-2018119821-A1 US-5791517-A
US-2017315866-A1 US-2018196557-A1
US-2018260543-A1 US-2007006163-A1
US-2018348300-A1 US-2005003833-A1
US-2017019216-A1 US-2018287257-A1
US-2017362419-A1 US-2015004077-A1
US-2017319204-A1 US-2016020553-A1
US-2018233042-A1 US-2013181570-A1
US-2019087240-A1 US-2003005229-A1
US-2018141663-A1 US-2009231699-A1
US-2017248372-A1 US-2013206374-A1
US-2017137820-A1 US-7691997-B2
US-2018268862-A1 US-2004023802-A1
US-2013233898-A1 US-2018349869-A1
US-2018208485-A1 US-2013234037-A1
US-2018003786-A1 US-9507047-B1
US-2017049357-A1 US-8649074-B2
US-2017016911-A1 US-2018042313-A1
US-2013305132-A1 US-2015257704-A1
US-2018365175-A1 US-2014014985-A1
US-2016341165-A1 US-2014041657-A1
US-2017112673-A1 US-4038989-A
US-2018101703-A1 US-2019120174-A1
US-2016059907-A1 US-2009255185-A1
US-2015309985-A1 US-2007028825-A1
US-2014045081-A1 US-2012295137-A1
US-2016324523-A1 US-2017373675-A1
US-2017227179-A1 US-2017159898-A1
US-2016081629-A1 US-2008300819-A1
US-2017250384-A1 US-2013216880-A1
US-2016168386-A1 US-2014334005-A1
US-2017343332-A1 US-2013153020-A1
US-2016226343-A1 US-2017260062-A1
US-2017363118-A1 US-4067544-A
US-2018106853-A1 US-5889651-A
US-2016287294-A1 US-2006149235-A1
US-2014161589-A1 US-2017011103-A1
US-2018190767-A1 US-2012086052-A1
US-2018130564-A1 US-6054624-A
US-2017271773-A1 US-7117033-B2
US-2017317568-A1 US-2016151945-A1
US-2015292924-A1 US-2014182170-A1
US-2017316143-A1 US-2018355551-A1
US-2017219999-A1 US-2017162048-A1
US-2016361512-A1 US-2017088698-A1
US-2015046864-A1 US-2012324399-A1
US-2018314019-A1 US-2018350626-A1
US-2017306776-A1 US-2012257958-A1
US-2018234351-A1 US-2015131499-A1
US-2017227258-A1 US-2017095740-A1
US-2017108075-A1 US-4027757-A
US-2017024250-A1 US-2016046183-A1
US-2015273063-A1 US-2015001819-A1
US-2018245406-A1 US-2014168202-A1
US-2017273419-A1 US-2019025525-A1
US-2017272269-A1 US-2018268525-A1
US-2017149127-A1 US-2015369203-A1
US-2016242595-A1 US-2004118291-A1
US-2018127558-A1 US-2017273323-A1
US-2018083450-A1 US-4671801-A
US-2017286902-A1 US-2006116893-A1
US-2017306818-A1 US-2014175244-A1
US-2018008313-A1 US-2017319193-A1
US-2016207243-A1 US-2005048237-A1
US-2018258819-A1 US-6181149-B1
US-2018190948-A1 US-2009082957-A1
US-2019069244-A1 US-8392735-B2
US-2018082163-A1 US-2017303421-A1
US-2015196726-A1 US-2004094157-A1
US-2016337916-A1 US-2013157431-A1
US-2017294259-A1 US-4293157-A
US-2017198390-A1 US-2019026238-A1
US-2017177833-A1 US-2018365908-A1
US-2017165237-A1 US-2013003995-A1
US-2015332624-A1 US-2008165180-A1
US-2016313448-A1 US-2005128993-A1
US-2019001810-A1 US-2017056077-A1
US-2018237497-A1 US-2013307918-A1
US-2018002160-A1 US-2018182550-A1
US-2018040783-A1 US-2018356542-A1
US-2018189165-A1 US-2017007578-A1
US-2019098198-A1 US-2016370806-A1
US-2018364758-A1 US-2016360816-A1
US-2017252061-A1 US-2012010569-A1
US-2016324216-A1 US-2014366898-A1
US-2018102405-A1 US-2008102585-A1
US-2016341836-A1 US-2015012020-A1
US-2017340221-A1 US-2011224498-A1
US-2017093329-A1 US-2009114211-A1
US-2019025034-A1 US-4813827-A
US-2017306877-A1 US-2018299796-A1
US-2016116217-A1 US-7558064-B2
US-2017304512-A1 US-8409159-B2
US-2018291374-A1 US-2017087308-A1
US-2013317924-A1 US-2012109764-A1
US-2018064886-A1 US-4650492-A
US-2017178246-A1 US-8140361-B2
US-2018107433-A1 US-2005264257-A1
US-2017317348-A1 US-2013254708-A1
US-2017298405-A1 US-2008024858-A1
US-2017311721-A1 US-8695816-B2
US-2017196330-A1 US-2018003756-A1
US-2016322861-A1 US-2017231868-A1
US-2016016266-A1 US-2018283547-A1
US-2017273802-A1 US-2006142859-A1
US-2016324425-A1 US-2019202597-A1
US-2016191035-A1 US-8752969-B1
US-2018242017-A1 US-2016177765-A1
US-2018319121-A1 US-2016013535-A1
US-2016288916-A1 US-2002184874-A1
US-2018000304-A1 US-2013091654-A1
US-2015074953-A1 US-2018301192-A1
US-2019056789-A1 US-2018007671-A1
US-2015372261-A1 US-2017297909-A1
US-2018337146-A1 US-2016184067-A1
US-2017290778-A1 US-2010124573-A1
US-2016032129-A1 US-2006100382-A1
US-2018113351-A1 US-2012162880-A1
US-2018154235-A1 US-4592745-A
US-2015176516-A1 US-5063800-A
US-2014143698-A1 US-2007198950-A1
US-2018242746-A1 US-9241571-B2
US-2018167901-A1 US-2014362780-A1
US-2016356222-A1 US-2011152851-A1
US-2019052554-A1 US-2014025084-A1
US-2017226903-A1 US-2017199068-A1
US-2014094947-A1 US-6834370-B1
US-2019131871-A1 US-2012094113-A1
US-2016287915-A1 US-2008186576-A1
US-2018203605-A1 US-2012221767-A1
US-2017126146-A1 US-2004022737-A1
US-2018331113-A1 US-2010184046-A1
US-2016362467-A1 US-2006014248-A1
US-2017227447-A1 US-2012236291-A1
US-2017179814-A1 US-9257913-B1
US-2016217892-A1 US-2010006577-A1
US-2015312929-A1 US-2016191454-A1
US-2018359514-A1 US-2013151728-A1
US-2018004203-A1 US-2018138758-A1
US-2019051710-A1 US-2016043161-A1
US-2016333420-A1 US-2012002826-A1
US-2014267142-A1 US-2010245275-A1
US-2017289001-A1 US-2015210905-A1
US-2017174876-A1 US-2011144236-A1
US-2017171315-A1 US-2016037239-A1
US-2018183033-A1 US-2016308186-A1
US-2018006345-A1 US-2015244035-A1
US-2014344723-A1 US-6144644-A
US-2018227511-A1 US-2006054782-A1
US-2016227039-A1 US-2016371667-A1
US-2017286406-A1 US-2015186360-A1
US-2018008373-A1 US-2004191724-A1
US-2018074861-A1 US-2017265067-A1
US-2017271386-A1 US-2017068201-A1
US-2017301672-A1 US-2014011576-A1
US-2017111791-A1 US-2016057135-A1
US-2015196382-A1 US-8637849-B2
US-2016005577-A1 US-2002072713-A1
US-2018123447-A1 US-2016306371-A1
US-2018198594-A1 US-2003087091-A1
US-2018071672-A1 US-2016100382-A1
US-2018034871-A1 US-2018249366-A1
US-2016030923-A1 US-2006016714-A1
US-2018227679-A1 US-2017097106-A1
US-2017080135-A1 US-2017276928-A1
US-2018204556-A1 US-2005045681-A1
US-2017257959-A1 US-4728277-A
US-2016316899-A1 US-2019087417-A1
US-2018201816-A1 US-6132808-A
US-2016162529-A1 US-8719592-B2
US-2018148729-A1 US-2013209405-A1
US-2013189638-A1 US-2017319330-A1
US-2016334062-A1 US-6260361-B1
US-2017224922-A1 US-2015142673-A1
US-2019109414-A1 US-6893293-B2
US-2017218716-A1 US-2004102790-A1
US-2017181618-A1 US-6179637-B1
US-2018297496-A1 US-6030047-A
US-2017220671-A1 US-2017075041-A1
US-2017299920-A1 US-2009091826-A1
US-2015296969-A1 US-2017304032-A1
US-2016072989-A1 US-9176911-B2
US-2017065112-A1 US-6331838-B1
US-2016345876-A1 US-2009062767-A1
US-2018364935-A1 US-2008015525-A1
US-2018173050-A1 US-2014257373-A1
US-2015378548-A1 US-4821805-A
US-2018284354-A1 US-2004002834-A1
US-2018270449-A1 US-2018059587-A1
US-2016128024-A1 US-9510368-B2
US-2017198232-A1 US-2018089953-A1
US-2016246849-A1 US-2018341200-A1
US-2017315594-A1 US-2016265442-A1
US-2018020456-A1 US-9060374-B2
US-2014078228-A1 US-6478415-B2
US-2017348488-A1 US-2012186075-A1
US-2017363151-A1 US-2010178991-A1
US-2016033861-A1 US-2015376248-A1
US-2016351310-A1 US-7157999-B2
US-2017201475-A1 US-2013218987-A1
US-2017232209-A1 US-2018375420-A1
US-2018283460-A1 US-5288271-A
US-2016016554-A1 US-2017183659-A1
US-2017224378-A1 US-2009006146-A1
US-2018082492-A1 US-9133774-B2
US-2016188608-A1 US-6922810-B1
US-2017258460-A1 US-2017287024-A1
US-2017350514-A1 US-2017330406-A1
US-2017308155-A1 US-2016164655-A1
US-2017342252-A1 US-2018233595-A1
US-2017048053-A1 US-2010137406-A1
US-2016365830-A1 US-2010229852-A1
US-2018073408-A1 US-6775390-B1
US-2016324523-A1 US-8181788-B2
US-2017049997-A1 US-2016265455-A1
US-2017118610-A1 US-9977911-B2
US-2017280887-A1 US-5136740-A
US-2018242660-A1 US-2017197178-A1
US-2018093332-A1 US-3981057-A
US-2015265380-A1 US-2012267611-A1
US-2018025293-A1 US-2018082641-A1
US-2018098334-A1 US-2015043455-A1
US-2018110081-A1 US-2015032720-A1
US-2017165418-A1 US-9119939-B2
US-2013239186-A1 US-2017207923-A1
US-2017097282-A1 US-4882858-A
US-2017007313-A1 US-2011014856-A1
US-2017054788-A1 US-2014002484-A1
US-2018303517-A1 US-2005149053-A1
US-2019077394-A1 US-2016229394-A1
US-2015211397-A1 US-2005017551-A1
US-2019014284-A1 US-2016072540-A1
US-2016074668-A1 US-6161048-A
US-2017049467-A1 US-2011096745-A1
US-2017037509-A1 US-2004213918-A1
US-2018256831-A1 US-2018293471-A1
US-2018112372-A1 US-2016368050-A1
US-2015351839-A1 US-2009031275-A1
US-2016047311-A1 US-6485255-B1
US-2019164889-A1 US-7648544-B2
US-2019106152-A1 US-7845716-B2
US-2019126919-A1 US-3801388-A
US-2018199741-A1 US-2007203545-A1
US-2017125397-A1 US-2017103986-A1
US-2017062982-A1 US-7044207-B1
US-2017153022-A1 US-7742689-B2
US-2017059490-A1 US-2019046617-A1
US-2016239320-A1 US-2011191358-A1
US-2017087816-A1 US-8220209-B2
US-2018181504-A1 US-2018033840-A1
US-2018221352-A1 US-2011084486-A1
US-2018334035-A1 US-2009012517-A1
US-2017102286-A1 US-6629148-B1
US-2017265582-A1 US-2017307550-A1
US-2017058421-A1 US-2017051385-A1
US-2018333044-A1 US-6921362-B2
US-2017024514-A1 US-2010024344-A1
US-2018134917-A1 US-2018348824-A1
US-2017065029-A1 US-2017235292-A1
US-2017258193-A1 US-9250335-B2
US-2017074871-A1 US-2011070589-A1
US-2018266415-A1 US-2015308463-A1
US-2019018315-A1 US-2008245975-A1
US-2017313909-A1 US-2019139952-A1
US-2016146381-A1 US-5676406-A
US-2018218223-A1 US-2018241249-A1
US-2019046859-A1 US-2016012645-A1
US-2017343004-A1 US-2013034154-A1
US-2016375197-A1 US-5478316-A
US-2013157855-A1 US-2004122983-A1
US-2016311120-A1 US-8414303-B2
US-2017129045-A1 US-6653590-B1
US-2018307628-A1 US-2011002525-A1
US-2018102642-A1 US-6781805-B1
US-2018154773-A1 US-2018252336-A1
US-2018323146-A1 US-2015349165-A1
US-2017224361-A1 US-2017336621-A1
US-2018318004-A1 US-2014046322-A1
US-2016030960-A1 US-2014263686-A1
US-2018204527-A1 US-5765445-A
US-2018128034-A1 US-2006274928-A1
US-2016245803-A1 US-2009176687-A1
US-2016343552-A1 US-2015087139-A1
US-2018007561-A1 US-9673943-B2
US-2018344601-A1 US-2009280076-A1
US-2017137969-A1 US-4625365-A
US-2018151391-A1 US-2008030057-A1
US-2015112349-A1 US-2013035766-A1
US-2015213400-A1 US-2010013461-A1
US-2018074336-A1 US-5113285-A
US-2019031072-A1 US-2013018102-A1
US-2017313503-A1 US-5878904-A
US-2018083896-A1 US-2017203279-A1
US-2019074003-A1 US-2007012414-A1
US-2016278716-A1 US-2019024954-A1
US-2018251361-A1 US-2018090129-A1
US-2016191188-A1 US-2004006419-A1
US-2015125447-A1 US-2017322712-A1
US-2018097397-A1 US-2014152098-A1
US-2018033239-A1 US-2017122230-A1
US-2019013344-A1 US-2006003541-A1
US-2018244568-A1 US-2012087005-A1
US-2018035780-A1 US-6322344-B1
US-2018176341-A1 US-2017311295-A1
US-2018084784-A1 US-2012009331-A1
US-2019166459-A1 US-2015187192-A1
US-2018184118-A1 US-2012250769-A1
US-2016376478-A1 US-2013225752-A1
US-2018188082-A1 US-8342478-B1
US-2017344249-A1 US-2006036946-A1
US-2010318192-A1 US-2011006034-A1
US-2018056312-A1 US-5431537-A
US-2016220810-A1 US-2013083074-A1
US-2016319835-A1 US-6524070-B1
US-2017238440-A1 US-5063475-A
US-2017139824-A1 US-5973273-A
US-2018249970-A1 US-2006044018-A1
US-2016338850-A1 US-2013124453-A1
US-2015289452-A1 US-2013016036-A1
US-2018324922-A1 US-2010327766-A1
US-2017361514-A1 US-7674414-B2
US-2017324408-A1 US-2018358466-A1
US-2016237620-A1 US-5849447-A
US-2018358416-A1 US-2016359121-A1
US-2015201667-A1 US-2009064875-A1
US-2015351811-A1 US-2009228046-A1
US-2017182818-A1 US-7103760-B1
US-2017335241-A1 US-2012186811-A1
US-2019019974-A1 US-2018306203-A1
US-2019031568-A1 US-2011301067-A1
US-2018163120-A1 US-2018290924-A1
US-2018003546-A1 US-6313414-B1
US-2017051738-A1 US-2006029106-A1
US-2017220158-A1 US-2015103032-A1
US-2015151082-A1 US-2007010022-A1
US-2019101438-A1 US-2004189977-A1
US-2017313248-A1 US-2003095814-A1
US-2018059958-A1 US-6441415-B1
US-2017331562-A1 US-2013039391-A1
US-2016325009-A1 US-2017115264-A1
US-2018177641-A1 US-8973166-B1
US-2014161903-A1 US-2004191177-A1
US-2018352954-A1 US-2018249453-A1
US-2016235914-A1 US-2014056580-A1
US-2018230249-A1 US-2008129666-A1
US-2015066584-A1 US-2013093724-A1
US-2017242388-A1 US-3794359-A
US-2017105452-A1 US-2015027499-A1
US-2017350388-A1 US-2017040196-A1
US-2018257500-A1 US-2015278038-A1
US-2016301274-A1 US-2017091612-A1
US-2018159284-A1 US-2019165121-A1
US-2018212300-A1 US-2001045912-A1
US-2018210098-A1 US-2009296871-A1
US-2018016835-A1 US-2017003013-A1
US-2019045618-A1 US-2006067058-A1
US-2017175703-A1 US-2008224472-A1
US-2018149383-A1 US-2013337359-A1
US-2017267315-A1 US-6191478-B1
US-2016010598-A1 US-3807375-A
US-2017134688-A1 US-2017064559-A1
US-2016056018-A1 US-5817534-A
US-2017091277-A1 US-2018084073-A1
US-2016294951-A1 US-2012011526-A1
US-2018217964-A1 US-6457030-B1
US-2016184815-A1 US-2010004712-A1
US-2019101354-A1 US-9109852-B1
US-2016336434-A1 US-6223995-B1
US-2018155371-A1 US-2013184482-A1
US-2017350229-A1 US-2017096225-A1
US-2017360057-A1 US-2017257702-A1
US-2018140190-A1 US-2013204849-A1
US-2018176367-A1 US-2015231511-A1
US-2019000729-A1 US-5885599-A
US-2018124880-A1 US-2015256025-A1
US-2017007811-A1 US-2016108755-A1
US-2017272447-A1 US-2015215261-A1
US-2016199971-A1 US-2013025899-A1
US-2018027681-A1 US-9967342-B2
US-2017081559-A1 US-6001301-A
US-2017311566-A1 US-8307789-B2
US-2016300858-A1 US-6135356-A
US-2016297034-A1 US-2019112216-A1
US-2017339319-A1 US-2016033453-A1
US-2016369947-A1 US-2018138047-A1
US-2018196311-A1 US-2010250717-A1
US-2017300189-A1 US-2014022916-A1
US-2019047766-A1 US-2015378357-A1
US-2017124447-A1 US-2015278200-A1
US-2017313563-A1 US-8944744-B2
US-2018076847-A1 US-2016226653-A1
US-2019026046-A1 US-2005166014-A1
US-2016274558-A1 US-2018215169-A1
US-2018206774-A1 US-2017231618-A1
US-2017172781-A1 US-2012262512-A1
US-2017258455-A1 US-5836890-A
US-2018036129-A1 US-5702477-A
US-2018212243-A1 US-2017216620-A1
US-2017084934-A1 US-2014321837-A1
US-2017002954-A1 US-2007205232-A1
US-2017045543-A1 US-4163567-A
US-2017137279-A1 US-4991821-A
US-2019065414-A1 US-10162406-B1
US-2017101936-A1 US-2012159965-A1
US-2018286491-A1 US-9361196-B2
US-2017331201-A1 US-8262422-B1
US-2015196287-A1 US-2012191121-A1
US-2018097679-A1 US-2015117363-A1
US-2019111639-A1 US-2014245097-A1
US-2019235967-A1 US-2019143618-A1
US-2017248320-A1 US-2003061815-A1
US-2017348302-A1 US-2007275068-A1
US-2016245474-A1 US-8080819-B2
US-2016281535-A1 US-9022328-B2
US-2013036693-A1 US-8028485-B2
US-2018215865-A1 US-2016169976-A1
US-2018293700-A1 US-2016324425-A1
US-2016356198-A1 US-4176748-A
US-2019101042-A1 US-2016206504-A1
US-2019059605-A1 US-5740574-A
US-2018175585-A1 US-2012106583-A1
US-2016374363-A1 US-5833954-A
US-2017211049-A1 US-2019026104-A1
US-2018313782-A1 US-9618475-B2
US-2017117850-A1 US-2019093963-A1
US-2017032402-A1 US-2017318661-A1
